gene_name,entrezID
EHD2,30846
EHD3,30845
EHD4,30844
EHF,26298
EHHADH,1962
EHMT1,79813
EHMT2,10919
EI24,9538
EID1,23741
EIF1,10209
EIF1AX,1964
EIF1AY,9086
EIF1B,10289
EIF2AK1,27102
EIF2AK2,5610
EIF2AK3,9451
EIF2B1,1967
EIF2B2,8892
EIF2B3,8891
EIF2B4,8890
EIF2B5,8893
EIF2D,1939
EIF2S1,1965
EIF2S2,8894
EIF2S3,1968
EIF3A,8661
EIF3B,8662
EIF3C,8663
EIF3D,8664
EIF3E,3646
EIF3F,8665
EIF3G,8666
EIF3H,8667
EIF3I,8668
EIF3J,8669
EIF3K,27335
EIF3L,51386
EIF3M,10480
EIF4A1,1973
EIF4A2,1974
EIF4A3,9775
EIF4B,1975
EIF4E,1977
EIF4E2,9470
EIF4EBP1,1978
EIF4EBP2,1979
EIF4ENIF1,56478
EIF4G1,1981
EIF4G2,1982
EIF4G3,8672
EIF4H,7458
EIF5,1983
EIF5A,1984
EIF5A2,56648
EIF5B,9669
EIF6,3692
EIPR1,7260
ELAC1,55520
ELAC2,60528
ELANE,1991
ELAPOR1,57535
ELAVL1,1994
ELAVL2,1993
ELAVL3,1995
ELAVL4,1996
ELF1,1997
ELF2,1998
ELF3,1999
ELF4,2000
ELF5,2001
ELK1,2002
ELK3,2004
ELK4,2005
ELL,8178
ELL2,22936
ELL3,80237
ELMO1,9844
ELMO2,63916
ELMO3,79767
ELN,2006
ELOA,6924
ELOA2,51224
ELOB,6923
ELOC,6921
ELOVL1,64834
ELOVL2,54898
ELOVL4,6785
ELOVL5,60481
ELOVL6,79071
ELP1,8518
ELP3,55140
ELP4,26610
ELP5,23587
ELP6,54859
ELSPBP1,64100
EMC1,23065
EMC2,9694
EMC3,55831
EMC6,83460
EMC7,56851
EMC8,10328
EMC9,51016
EMCN,51705
EMD,2010
EMG1,10436
EMID1,129080
EMILIN1,11117
EMILIN2,84034
EML1,2009
EML2,24139
EML3,256364
EML4,27436
EMP1,2012
EMP2,2013
EMP3,2014
EMSY,56946
EMX1,2016
EMX2,2018
EN1,2019
EN2,2020
ENAH,55740
ENC1,8507
ENDOD1,23052
ENDOG,2021
ENDOU,8909
ENG,2022
ENGASE,64772
ENO1,2023
ENO2,2026
ENO3,2027
ENOPH1,58478
ENOSF1,55556
ENOX1,55068
ENOX2,10495
ENPEP,2028
ENPP1,5167
ENPP2,5168
ENPP3,5169
ENPP4,22875
ENSA,2029
ENTPD1,953
ENTPD2,954
ENTPD3,956
ENTPD4,9583
ENTPD5,957
ENTPD6,955
ENTPD7,57089
ENTR1,10807
ENTREP1,9413
ENTREP2,23359
ENTREP3,10712
ENY2,56943
EOGT,285203
EOLA2,541578
EP300,2033
EP400,57634
EPAS1,2034
EPB41,2035
EPB41L1,2036
EPB41L2,2037
EPB41L3,23136
EPB41L4A,64097
EPB41L4A-DT,54508
EPB41L4B,54566
EPB41L5,57669
EPB42,2038
EPC1,80314
EPCAM,4072
EPHA1,2041
EPHA2,1969
EPHA3,2042
EPHA4,2043
EPHA5,2044
EPHA7,2045
EPHB1,2047
EPHB2,2048
EPHB3,2049
EPHB4,2050
EPHB6,2051
EPHX1,2052
EPHX2,2053
EPHX3,79852
EPM2A,7957
EPM2AIP1,9852
EPN1,29924
EPN2,22905
EPN3,55040
EPO,2056
EPOR,2057
EPPIN,57119
EPPK1,83481
EPRS1,2058
EPS15,2060
EPS15L1,58513
EPS8,2059
EPS8L1,54869
EPS8L2,64787
EPS8L3,79574
EPX,8288
EPYC,1833
ERAL1,26284
ERAP1,51752
ERAP2,64167
ERBB2,2064
ERBB3,2065
ERBB4,2066
ERBIN,55914
ERC1,23085
ERC2,26059
ERC2-IT1,711
ERCC1,2067
ERCC2,2068
ERCC3,2071
ERCC4,2072
ERCC5,2073
ERCC6,2074
ERCC6L,54821
ERCC8,1161
EREG,2069
ERF,2077
ERG,2078
ERG28,11161
ERGIC2,51290
ERGIC3,51614
ERH,2079
ERI2,112479
ERI3,79033
ERICH1,157697
ERLIN1,10613
ERLIN2,11160
ERMAP,114625
ERMP1,79956
ERN1,2081
ERN2,10595
ERO1A,30001
ERO1B,56605
ERP29,10961
ERP44,23071
ESD,2098
ESF1,51575
ESM1,11082
ESPL1,9700
ESR1,2099
ESR2,2100
ESRP1,54845
ESRP2,80004
ESRRA,2101
ESRRB,2103
ESRRG,2104
ESS2,8220
ESYT1,23344
ETAA1,54465
ETF1,2107
ETFA,2108
ETFB,2109
ETFDH,2110
ETHE1,23474
ETNK1,55500
ETNK2,55224
ETNPPL,64850
ETS1,2113
ETS2,2114
ETV1,2115
ETV2,2116
ETV3,2117
ETV4,2118
ETV5,2119
ETV6,2120
ETV7,51513
EVA1B,55194
EVC,2121
EVI2A,2123
EVI2B,2124
EVI5,7813
EVL,51466
EVPL,2125
EVX1,2128
EWSR1,2130
EXD2,55218
EXD3,54932
EXO1,9156
EXO5,64789
EXOC1,55763
EXOC2,55770
EXOC3,11336
EXOC4,60412
EXOC5,10640
EXOC6B,23233
EXOC7,23265
EXOG,9941
EXOSC1,51013
EXOSC10,5394
EXOSC2,23404
EXOSC4,54512
EXOSC5,56915
EXOSC7,23016
EXOSC8,11340
EXOSC9,5393
EXPH5,23086
EXT1,2131
EXT2,2132
EXTL1,2134
EXTL2,2135
EXTL3,2137
EYA1,2138
EYA2,2139
EYA3,2140
EYA4,2070
EZH1,2145
EZH2,2146
EZR,7430
F10,2159
F11,2160
F11R,50848
F12,2161
F13A1,2162
F13B,2165
F2,2147
F2R,2149
F2RL1,2150
F2RL2,2151
F2RL3,9002
F3,2152
F5,2153
F7,2155
F8,2157
F8A1,8263
F9,2158
FA2H,79152
FAAH,2166
FAAP100,80233
FAAP24,91442
FABP1,2168
FABP2,2169
FABP3,2170
FABP4,2167
FABP5,2171
FABP6,2172
FABP7,2173
FADD,8772
FADS1,3992
FADS2,9415
FADS3,3995
FAF1,11124
FAF2,23197
FAH,2184
FAHD2A,51011
FAHD2B,151313
FAIM,55179
FAIM2,23017
FAM102A,399665
FAM106A,80039
FAM107A,11170
FAM110B,90362
FAM110D,79927
FAM111A,63901
FAM114A2,10827
FAM117A,81558
FAM118A,55007
FAM120A,23196
FAM120C,54954
FAM124B,79843
FAM131A,131408
FAM131B,9715
FAM135A,57579
FAM136A,84908
FAM13A,10144
FAM13B,51306
FAM13C,220965
FAM149A,25854
FAM149B1,317662
FAM153A,285596
FAM162A,26355
FAM163A,148753
FAM168A,23201
FAM168B,130074
FAM169A,26049
FAM171A1,221061
FAM172A,83989
FAM174B,400451
FAM174C,55009
FAM182A,284800
FAM184A,79632
FAM193A,8603
FAM193B,54540
FAM204A,63877
FAM20B,9917
FAM215A,23591
FAM216A,29902
FAM222B,55731
FAM234B,57613
FAM30A,9834
FAM32A,26017
FAM3A,60343
FAM3C,10447
FAM50A,9130
FAM50B,26240
FAM53B,9679
FAM53C,51307
FAM76A,199870
FAM83E,54854
FAM86B1,85002
FAM86C1P,55199
FAM89B,23625
FAM8A1,51439
FAM90A1,55138
FAM98A,25940
FAN1,22909
FANCA,2175
FANCC,2176
FANCE,2178
FANCF,2188
FANCG,2189
FANCI,55215
FANCL,55120
FAP,2191
FAR2,55711
FARP1,10160
FARP2,9855
FARS2,10667
FARSA,2193
FAS,355
FASLG,356
FASN,2194
FASTK,10922
FASTKD1,79675
FASTKD2,22868
FASTKD3,79072
FASTKD5,60493
FAT1,2195
FAT2,2196
FAT4,79633
FAU,2197
FAXDC2,10826
FBL,2091
FBLN1,2192
FBLN2,2199
FBLN5,10516
FBN1,2200
FBN2,2201
FBP1,2203
FBP2,8789
FBRS,64319
FBXL12,54850
FBXL14,144699
FBXL15,79176
FBXL18,80028
FBXL2,25827
FBXL4,26235
FBXL5,26234
FBXL6,26233
FBXL7,23194
FBXL8,55336
FBXO11,80204
FBXO17,115290
FBXO2,26232
FBXO21,23014
FBXO22,26263
FBXO24,26261
FBXO28,23219
FBXO3,26273
FBXO31,79791
FBXO34,55030
FBXO38,81545
FBXO4,26272
FBXO40,51725
FBXO41,150726
FBXO42,54455
FBXO46,23403
FBXO5,26271
FBXO7,25793
FBXO9,26268
FBXW10B,374286
FBXW11,23291
FBXW2,26190
FBXW4,6468
FBXW4P1,26226
FBXW7,55294
FCAR,2204
FCER1A,2205
FCER1G,2207
FCER2,2208
FCF1,51077
FCGBP,8857
FCGR1A,2209
FCGR2A,2212
FCGR2B,2213
FCGR3A,2214
FCGR3B,2215
FCGRT,2217
FCHO1,23149
FCHSD2,9873
FCMR,9214
FCN1,2219
FCN2,2220
FCN3,8547
FCRL2,79368
FDFT1,2222
FDPS,2224
FDX1,2230
FDXR,2232
FECH,2235
FEM1B,10116
FEM1C,56929
FEN1,2237
FER,2241
FERMT1,55612
FERMT2,10979
FES,2242
FETUB,26998
FEV,54738
FEZ1,9638
FEZ2,9637
FEZF2,55079
FFAR2,2867
FFAR3,2865
FGA,2243
FGB,2244
FGD1,2245
FGD2,221472
FGD6,55785
FGF1,2246
FGF12,2257
FGF13,2258
FGF14,2259
FGF16,8823
FGF17,8822
FGF18,8817
FGF2,2247
FGF20,26281
FGF21,26291
FGF22,27006
FGF23,8074
FGF3,2248
FGF4,2249
FGF5,2250
FGF6,2251
FGF7,2252
FGF8,2253
FGF9,2254
FGFBP1,9982
FGFR1,2260
FGFR2,2263
FGFR3,2261
FGFR4,2264
FGG,2266
FGGY,55277
FGL1,2267
FGL2,10875
FGR,2268
FH,2271
FHIP2B,64760
FHIT,2272
FHL1,2273
FHL2,2274
FHL3,2275
FHL5,9457
FHOD1,29109
FHOD3,80206
FIBP,9158
FICD,11153
FIG4,9896
FILIP1L,11259
FIP1L1,81608
FIS1,51024
FJX1,24147
FKBP10,60681
FKBP11,51303
FKBP14,55033
FKBP15,23307
FKBP1A,2280
FKBP1B,2281
FKBP2,2286
FKBP3,2287
FKBP4,2288
FKBP5,2289
FKBP6,8468
FKBP8,23770
FKBP9,11328
FKBPL,63943
FKRP,79147
FKTN,2218
FLAD1,80308
FLCN,201163
FLG,2312
FLI1,2313
FLII,2314
FLJ13224,79857
FLJ42393,401105
FLNA,2316
FLNB,2317
FLNC,2318
FLOT1,10211
FLOT2,2319
FLRT1,23769
FLRT2,23768
FLRT3,23767
FLT1,2321
FLT3,2322
FLT3LG,2323
FLT4,2324
FLVCR2,55640
FMNL1,752
FMNL2,114793
FMO1,2326
FMO2,2327
FMO3,2328
FMO4,2329
FMO5,2330
FMO6P,388714
FMOD,2331
FMR1,2332
FN1,2335
FN3K,64122
FN3KRP,79672
FNBP1,23048
FNBP1L,54874
FNBP4,23360
FNDC11,79025
FNDC3A,22862
FNDC3B,64778
FNDC4,64838
FNDC8,54752
FNTA,2339
FNTB,2342
FOCAD,54914
FOLH1,2346
FOLH1B,219595
FOLR1,2348
FOLR2,2350
FOLR3,2352
FOS,2353
FOSB,2354
FOSL1,8061
FOSL2,2355
FOXA1,3169
FOXA2,3170
FOXB1,27023
FOXC1,2296
FOXC2,2303
FOXD1,2297
FOXD2,2306
FOXD3,27022
FOXD4L1,200350
FOXE1,2304
FOXE3,2301
FOXF1,2294
FOXF2,2295
FOXG1,2290
FOXH1,8928
FOXI1,2299
FOXJ1,2302
FOXJ2,55810
FOXJ3,22887
FOXK2,3607
FOXL1,2300
FOXL2,668
FOXM1,2305
FOXN1,8456
FOXN2,3344
FOXN3,1112
FOXN3-AS2,29018
FOXO1,2308
FOXO3,2309
FOXO4,4303
FOXP1,27086
FOXP3,50943
FOXRED2,80020
FPGS,2356
FPGT,8790
FPR1,2357
FPR2,2358
FPR3,2359
FRAS1,80144
FRAT1,10023
FRAT2,23401
FRG1,2483
FRK,2444
FRMD1,79981
FRMD4A,55691
FRMD4B,23150
FRMD8,83786
FRMPD1,22844
FRMPD4,9758
FRS2,10818
FRS3,10817
FRY,10129
FRZB,2487
FSCN1,6624
FSCN2,25794
FSCN3,29999
FSD1,79187
FSHB,2488
FSHR,2492
FST,10468
FSTL1,11167
FSTL3,10272
FSTL4,23105
FTCD,10841
FTH1,2495
FTL,2512
FTO,79068
FTSJ1,24140
FTSJ3,117246
FUBP1,8880
FUBP3,8939
FUCA1,2517
FURIN,5045
FUS,2521
FUT1,2523
FUT2,2524
FUT3,2525
FUT4,2526
FUT5,2527
FUT6,2528
FUT7,2529
FUT8,2530
FUT9,10690
FUZ,80199
FXN,2395
FXR1,8087
FXR2,9513
FXYD1,5348
FXYD2,486
FXYD3,5349
FXYD5,53827
FXYD6,53826
FXYD7,53822
FYB1,2533
FYCO1,79443
FYN,2534
FZD1,8321
FZD10,11211
FZD2,2535
FZD3,7976
FZD4,8322
FZD5,7855
FZD6,8323
FZD7,8324
FZD8,8325
FZD9,8326
FZR1,51343
G0S2,50486
G3BP1,10146
G3BP2,9908
G6PC1,2538
G6PC2,57818
G6PC3,92579
G6PD,2539
GAA,2548
GAB1,2549
GAB2,9846
GABARAP,11337
GABARAPL1,23710
GABARAPL2,11345
GABARAPL3,23766
GABBR1,2550
GABBR2,9568
GABPA,2551
GABPB1,2553
GABPB1-IT1,55056
GABRA1,2554
GABRA2,2555
GABRA3,2556
GABRA4,2557
GABRA5,2558
GABRA6,2559
GABRB1,2560
GABRB2,2561
GABRB3,2562
GABRD,2563
GABRE,2564
GABRG2,2566
GABRG3,2567
GABRP,2568
GABRQ,55879
GABRR1,2569
GABRR2,2570
GAD1,2571
GAD2,2572
GADD45A,1647
GADD45B,4616
GADD45G,10912
GADD45GIP1,90480
GAGE1,2543
GAGE12F,2574
GAGE12G,2576
GAK,2580
GAL,51083
GAL3ST1,9514
GAL3ST4,79690
GALC,2581
GALE,2582
GALK1,2584
GALK2,2585
GALNS,2588
GALNT1,2589
GALNT10,55568
GALNT11,63917
GALNT12,79695
GALNT14,79623
GALNT2,2590
GALNT3,2591
GALNT4,8693
GALNT6,11226
GALNT7,51809
GALNT8,26290
GALR1,2587
GALR2,8811
GALR3,8484
GALT,2592
GAMT,2593
GAN,8139
GANAB,23193
GAP43,2596
GAPDH,2597
GAPDHS,26330
GAPVD1,26130
GAR1,54433
GAREM1,64762
GARNL3,84253
GARRE1,9710
GARS1,2617
GART,2618
GAS1,2619
GAS2,2620
GAS2L1,10634
GAS6,2621
GAS7,8522
GAS8,2622
GAS8-AS1,750
GASK1B,51313
GAST,2520
GATA1,2623
GATA2,2624
GATA3,2625
GATA4,2626
GATA6,2627
GATAD1,57798
GATAD2A,54815
GATB,5188
GATC,283459
GATD3,8209
GATM,2628
GBA1,2629
GBA3,57733
GBE1,2632
GBF1,8729
GBP1,2633
GBP2,2634
GBX2,2637
GC,2638
GCA,25801
GCAT,23464
GCC1,79571
GCC2,9648
GCDH,2639
GCFC2,6936
GCG,2641
GCGR,2642
GCH1,2643
GCHFR,2644
GCK,2645
GCKR,2646
GCLC,2729
GCLM,2730
GCM1,8521
GCM2,9247
GCN1,10985
GCNT1,2650
GCNT2,2651
GCNT3,9245
GCNT4,51301
GCOM1,145781
GCSH,2653
GDAP1,54332
GDAP1L1,78997
GDAP2,54834
GDE1,51573
GDF10,2662
GDF11,10220
GDF15,9518
GDF2,2658
GDF3,9573
GDF5,8200
GDF9,2661
GDI1,2664
GDI2,2665
GDNF,2668
GDPD2,54857
GDPD3,79153
GDPD5,81544
GEM,2669
GEMIN2,8487
GEMIN4,50628
GEMIN6,79833
GEMIN7,79760
GEMIN8,54960
GET1,7485
GET3,439
GFAP,2670
GFER,2671
GFI1,2672
GFI1B,8328
GFM1,85476
GFOD1,54438
GFOD2,81577
GFPT1,2673
GFPT2,9945
GFRA1,2674
GFRA2,2675
GFRA3,2676
GFRA4,64096
GFUS,7264
GGA1,26088
GGA2,23062
GGA3,23163
GGCT,79017
GGCX,2677
GGH,8836
GGNBP2,79893
GGPS1,9453
GGT1,2678
GGT5,2687
GGTLC1,92086
GGTLC2,91227
GH1,2688
GH2,2689
GHITM,27069
GHR,2690
GHRH,2691
GHRHR,2692
GHSR,2693
GID4,79018
GID8,54994
GIGYF2,26058
GIMAP4,55303
GIMAP5,55340
GIMAP6,474344
GIN1,54826
GINS1,9837
GINS2,51659
GINS3,64785
GINS4,84296
GIP,2695
GIPC1,10755
GIPC2,54810
GIPR,2696
GIT1,28964
GIT2,9815
GJA1,2697
GJA3,2700
GJA4,2701
GJA5,2702
GJA8,2703
GJA9,81025
GJB1,2705
GJB3,2707
GJB4,127534
GJB5,2709
GJC1,10052
GJC2,57165
GJD2,57369
GK,2710
GK2,2712
GKN1,56287
GLA,2717
GLB1,2720
GLB1L,79411
GLB1L2,89944
GLCE,26035
GLDC,2731
GLE1,2733
GLG1,2734
GLI1,2735
GLI2,2736
GLI3,2737
GLIPR1,11010
GLIS1,148979
GLMN,11146
GLO1,2739
GLOD4,51031
GLP1R,2740
GLP2R,9340
GLRA1,2741
GLRA2,2742
GLRA3,8001
GLRB,2743
GLRX,2745
GLRX2,51022
GLRX3,10539
GLRX5,51218
GLS,2744
GLS2,27165
GLT8D1,55830
GLT8D2,83468
GLTP,51228
GLUD1,2746
GLUD2,2747
GLUL,2752
GLYAT,10249
GLYR1,84656
GM2A,2760
GMCL1,64395
GMDS,2762
GMEB1,10691
GMEB2,26205
GMFB,2764
GMFG,9535
GMIP,51291
GML,2765
GMNN,51053
GMPPA,29926
GMPPB,29925
GMPR,2766
GMPR2,51292
GMPS,8833
GNA11,2767
GNA12,2768
GNA13,10672
GNA14,9630
GNA15,2769
GNAI1,2770
GNAI2,2771
GNAI3,2773
GNAL,2774
GNAO1,2775
GNAQ,2776
GNAS,2778
GNAT1,2779
GNAT2,2780
GNAT3,346562
GNAZ,2781
GNB1,2782
GNB1L,54584
GNB2,2783
GNB3,2784
GNB5,10681
GNE,10020
GNG10,2790
GNG11,2791
GNG12,55970
GNG13,51764
GNG3,2785
GNG4,2786
GNG5,2787
GNG7,2788
GNGT1,2792
GNL1,2794
GNL2,29889
GNL3,26354
GNL3L,54552
GNLY,10578
GNMT,27232
GNPAT,8443
GNPDA1,10007
GNPTAB,79158
GNRH1,2796
GNRH2,2797
GNRHR,2798
GNS,2799
GOLGA1,2800
GOLGA2,2801
GOLGA2P5,55592
GOLGA3,2802
GOLGA4,2803
GOLGA5,9950
GOLGA6A,342096
GOLGA7,51125
GOLGA8A,23015
GOLGA8B,440270
GOLGA8G,283768
GOLGB1,2804
GOLIM4,27333
GOLM1,51280
GOLPH3,64083
GOLPH3L,55204
GOLT1B,51026
GON4L,54856
GORASP1,64689
GORASP2,26003
GOSR1,9527
GOSR2,9570
GOT1,2805
GOT2,2806
GP1BA,2811
GP1BB,2812
GP2,2813
GP5,2814
GP6,51206
GP9,2815
GPA33,10223
GPAA1,8733
GPALPP1,55425
GPATCH1,55094
GPATCH11,253635
GPATCH2,55105
GPATCH2L,55668
GPATCH3,63906
GPATCH4,54865
GPATCH8,23131
GPBP1L1,60313
GPC1,2817
GPC3,2719
GPC4,2239
GPC5,2262
GPD1,2819
GPD1L,23171
GPD2,2820
GPER1,2852
GPHN,10243
GPI,2821
GPKOW,27238
GPLD1,2822
GPM6A,2823
GPM6B,2824
GPN1,11321
GPN2,54707
GPN3,51184
GPNMB,10457
GPR107,57720
GPR12,2835
GPR132,29933
GPR135,64582
GPR137,56834
GPR137B,7107
GPR143,4935
GPR15,2838
GPR153,387509
GPR157,80045
GPR161,23432
GPR162,27239
GPR17,2840
GPR171,29909
GPR173,54328
GPR176,11245
GPR18,2841
GPR182,11318
GPR183,1880
GPR19,2842
GPR20,2843
GPR21,2844
GPR22,2845
GPR25,2848
GPR27,2850
GPR3,2827
GPR31,2853
GPR32,2854
GPR35,2859
GPR37,2861
GPR37L1,9283
GPR39,2863
GPR4,2828
GPR45,11250
GPR50,9248
GPR52,9293
GPR6,2830
GPR63,81491
GPR65,8477
GPR68,8111
GPR75,10936
GPR85,54329
GPR87,53836
GPR88,54112
GPR89B,51463
GPRASP1,9737
GPRASP3,80823
GPRC5A,9052
GPRC5B,51704
GPRC5C,55890
GPRC5D,55507
GPRIN2,9721
GPS1,2873
GPS2,2874
GPSM2,29899
GPSM3,63940
GPT,2875
GPX1,2876
GPX2,2877
GPX3,2878
GPX4,2879
GPX5,2880
GPX7,2882
GRAMD1B,57476
GRAMD1C,54762
GRAMD2B,65983
GRAMD4,23151
GRAP,10750
GRAP2,9402
GRB10,2887
GRB14,2888
GRB2,2885
GRB7,2886
GREB1,9687
GREB1L,80000
GREM1,26585
GREM2,64388
GRHL2,79977
GRHPR,9380
GRIA1,2890
GRIA2,2891
GRIA3,2892
GRIA4,2893
GRID2,2895
GRIK1,2897
GRIK3,2899
GRIK4,2900
GRIK5,2901
GRIN1,2902
GRIN2A,2903
GRIN2B,2904
GRIN2C,2905
GRIN2D,2906
GRINA,2907
GRIP1,23426
GRIP2,80852
GRK1,6011
GRK2,156
GRK3,157
GRK4,2868
GRK5,2869
GRK6,2870
GRM1,2911
GRM2,2912
GRM3,2913
GRM4,2914
GRM5,2915
GRM6,2916
GRM7,2917
GRM8,2918
GRN,2896
GRP,2922
GRPEL1,80273
GRPR,2925
GRSF1,2926
GRTP1,79774
GRWD1,83743
GSAP,54103
GSC2,2928
GSDMB,55876
GSDMD,79792
GSDME,1687
GSE1,23199
GSG1,83445
GSK3A,2931
GSK3B,2932
GSN,2934
GSN-AS1,57000
GSPT1,2935
GSPT2,23708
GSR,2936
GSS,2937
GSTA1,2938
GSTA3,2940
GSTA4,2941
GSTCD,79807
GSTK1,373156
GSTM1,2944
GSTM2,2946
GSTM3,2947
GSTM4,2948
GSTM5,2949
GSTO1,9446
GSTP1,2950
GSTT2,2953
GSTT4,25774
GSTZ1,2954
GTDC1,79712
GTF2A1,2957
GTF2A1L,11036
GTF2A2,2958
GTF2B,2959
GTF2E1,2960
GTF2E2,2961
GTF2F1,2962
GTF2F2,2963
GTF2H1,2965
GTF2H2,2966
GTF2H3,2967
GTF2H4,2968
GTF2H5,404672
GTF2I,2969
GTF2IRD1,9569
GTF2IRD2,84163
GTF3A,2971
GTF3C1,2975
GTF3C2,2976
GTF3C3,9330
GTF3C4,9329
GTF3C5,9328
GTPBP1,9567
GTPBP2,54676
GTPBP3,84705
GTPBP4,23560
GTPBP6,8225
GTPBP8,29083
GTSE1,51512
GUCA1A,2978
GUCA1B,2979
GUCA2A,2980
GUCA2B,2981
GUCY1A1,2982
GUCY1A2,2977
GUCY1B1,2983
GUCY1B2,2974
GUCY2C,2984
GUCY2D,3000
GUCY2F,2986
GUF1,60558
GUK1,2987
GULP1,51454
GUSB,2990
GUSBP11,91316
GVINP1,387751
GYG1,2992
GYG2,8908
GYPA,2993
GYPB,2994
GYPC,2995
GYPE,2996
GYS1,2997
GYS2,2998
GZMA,3001
GZMB,3002
GZMH,2999
GZMK,3003
GZMM,3004
H1-0,3005
H1-1,3024
H1-10,8971
H1-2,3006
H1-3,3007
H1-4,3008
H1-5,3009
H1-6,3010
H2AB1,474382
H2AC11,8969
H2AC13,8329
H2AC14,8331
H2AC15,8330
H2AC16,8332
H2AC17,8336
H2AC18,8337
H2AC25,92815
H2AC4,8335
H2AC6,8334
H2AC8,3012
H2AJ,55766
H2AP,25763
H2AX,3014
H2AZ1,3015
H2AZ2,94239
H2BC10,8346
H2BC11,8970
H2BC12,85236
H2BC12L,54145
H2BC13,8340
H2BC14,8342
H2BC15,8341
H2BC17,8348
H2BC21,8349
H2BC3,3018
H2BC4,8347
H2BC5,3017
H2BC6,8344
H2BC7,8343
H2BC8,8339
H2BC9,8345
H3-3A,3020
H3-3B,3021
H3-4,8290
H3C1,8350
H3C10,8357
H3C11,8354
H3C12,8356
H3C2,8358
H3C3,8352
H3C4,8351
H3C6,8353
H3C7,8968
H3C8,8355
H4C1,8359
H4C12,8362
H4C13,8368
H4C14,8370
H4C2,8366
H4C3,8364
H4C4,8360
H4C5,8367
H4C6,8361
H4C7,8369
H4C8,8365
H6PD,9563
HAAO,23498
HABP2,3026
HABP4,22927
HACD1,9200
HACD2,201562
HACD3,51495
HACE1,57531
HADH,3033
HADHA,3030
HADHB,3032
HAGH,3029
HAL,3034
HAMP,57817
HAND1,9421
HAND2,9464
HAND2-AS1,79804
HAO1,54363
HAO2,51179
HAP1,9001
HAPLN1,1404
HAPLN2,60484
HAPSTR1,29035
HARS1,3035
HARS2,23438
HAS1,3036
HAS2,3037
HAT1,8520
HAUS2,55142
HAUS3,79441
HAUS4,54930
HAUS5,23354
HAUS6,54801
HAUS7,55559
HAVCR1,26762
HAX1,10456
HBA1,3039
HBA2,3040
HBB,3043
HBD,3045
HBE1,3046
HBEGF,1839
HBG1,3047
HBP1,26959
HBQ1,3049
HBS1L,10767
HBZ,3050
HCAR3,8843
HCCS,3052
HCFC1,3054
HCFC1R1,54985
HCFC2,29915
HCG9,10255
HCK,3055
HCLS1,3059
HCN2,610
HCN3,57657
HCN4,10021
HCRT,3060
HCRTR1,3061
HCRTR2,3062
HDAC1,3065
HDAC11,79885
HDAC2,3066
HDAC3,8841
HDAC4,9759
HDAC5,10014
HDAC6,10013
HDAC7,51564
HDAC9,9734
HDC,3067
HDDC2,51020
HDGF,3068
HDGFL3,50810
HDHD3,81932
HDHD5,27440
HDLBP,3069
HEATR1,55127
HEATR3,55027
HEATR6,63897
HEBP1,50865
HEBP2,23593
HECA,51696
HECTD3,79654
HECW1,23072
HEG1,57493
HELLS,3070
HELZ,9931
HEMK1,51409
HEPH,9843
HERC1,8925
HERC2,8924
HERC2P3,283755
HERC3,8916
HERC4,26091
HERC5,51191
HERC6,55008
HERPUD1,9709
HES1,3280
HES2,54626
HESX1,8820
HEXA,3073
HEXA-AS1,80072
HEXB,3074
HEXIM1,10614
HEY1,23462
HEY2,23493
HEYL,26508
HFE,3077
HGD,3081
HGF,3082
HGFAC,3083
HGH1,51236
HGS,9146
HGSNAT,138050
HHAT,55733
HHEX,3087
HHIPL2,79802
HHLA1,10086
HHLA2,11148
HHLA3,11147
HIBADH,11112
HIBCH,26275
HIC1,3090
HIC2,23119
HIF1A,3091
HIF1AN,55662
HIF3A,64344
HIGD1A,25994
HIGD1B,51751
HIGD2A,192286
HIKESHI,51501
HILPDA,29923
HINFP,25988
HINT1,3094
HIP1,3092
HIP1R,9026
HIPK1,204851
HIPK2,28996
HIPK3,10114
HIRA,7290
HIRIP3,8479
HIVEP1,3096
HIVEP2,3097
HIVEP3,59269
HJURP,55355
HK1,3098
HK2,3099
HK3,3101
HKDC1,80201
HLA-A,3105
HLA-B,3106
HLA-C,3107
HLA-DMA,3108
HLA-DMB,3109
HLA-DOA,3111
HLA-DOB,3112
HLA-DPA1,3113
HLA-DPB1,3115
HLA-DQA1,3117
HLA-DQA2,3117
HLA-DQB1,3119
HLA-DQB2,3120
HLA-DRA,3122
HLA-DRB1,3123
HLA-DRB6,3128
HLA-E,3133
HLA-F,3134
HLA-F-AS1,285830
HLA-G,3135
HLCS,3141
HLF,3131
HLTF,6596
HLX,3142
HMBOX1,79618
HMBS,3145
HMCES,56941
HMG20A,10363
HMG20B,10362
HMGA1,3159
HMGA2,8091
HMGB1,3146
HMGB2,3148
HMGB3,3149
HMGCL,3155
HMGCR,3156
HMGCS1,3157
HMGCS2,3158
HMGN1,3150
HMGN2,3151
HMGN3,9324
HMGN4,10473
HMGN5,79366
HMGXB3,22993
HMGXB4,10042
HMHB1,57824
HMMR,3161
HMOX1,3162
HMOX2,3163
HMX1,3166
HNF1A,6927
HNF1B,6928
HNF4A,3172
HNF4G,3174
HNMT,3176
HNRNPA0,10949
HNRNPA1,3178
HNRNPA2B1,3181
HNRNPA3,220988
HNRNPAB,3182
HNRNPC,3183
HNRNPD,3184
HNRNPDL,9987
HNRNPF,3185
HNRNPH1,3187
HNRNPH2,3188
HNRNPH3,3189
