drug_id,drug_common_name,drug_target_class,drug_synonyms,drug_type,drug_mechanism_of_action,match_type,matched_name_in_cmap
CHEMBL1615438,LEVOCABASTINE,Membrane receptor,Levocabastina|Levocabastine|R-50547,Small molecule,Histamine H1 receptor antagonist,drug_common_name,levocabastine
CHEMBL762,OXYMETAZOLINE,Membrane receptor,Nasacon|Ocuclear|Operil|Oximetazolina|Oxymetazoline,Small molecule,Adrenergic receptor alpha agonist,drug_common_name,oxymetazoline
CHEMBL1086,DIBUCAINE,Ion channel,Cinchocaine|Cincocaina|Dibucaine|NSC-159055,Small molecule,Sodium channel protein type V alpha subunit blocker,drug_synonym,cinchocaine
CHEMBL505,CHLORPHENIRAMINE,Membrane receptor,Antagonate|Chlor-Trimeton|Chlorphenamine|Chlorpheniramine|Clorfenamina|Isoclor|Kloromin|Phenetron|Teldrin,Small molecule,Histamine H1 receptor antagonist,drug_synonym,chlorphenamine
CHEMBL1200604,TROPICAMIDE,Membrane receptor,Bistropamide|NSC-757372|RO-1-7683|Tropicamida|Tropicamide|Tropicamidum|Visumidriatic,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,drug_common_name,tropicamide
CHEMBL423,BETAXOLOL,Membrane receptor,ALO-140102 FREE BASE|Betaxolol|Betoptic|Kerledex|Kerlone|SL-7521210 FREE BASE,Small molecule,Beta-1 adrenergic receptor antagonist,drug_common_name,betaxolol
CHEMBL415,CLOMIPRAMINE,Transporter,3-chloro-iminodibenzyl|Anafranil|Anapramine|Chlorimipramine|Clomicalm|Clomipramina|Clomipramine|NSC-169865,Small molecule,Serotonin transporter inhibitor,drug_common_name,clomipramine
CHEMBL61006,PHENYLPROPANOLAMINE,Transporter,Fansia|Fenilpropanolamina|NSC-9920|Norephedrine|Phenylfenesin|Phenylpropanolamine|Propadrine|Rinexin,Small molecule,Norepinephrine transporter releasing agent,drug_common_name,phenylpropanolamine
CHEMBL1200980,ESTROPIPATE,Transcription factor,Estrone sulfate piperazine salt|Estropipate|NSC-758912|Piperazine estrone sulfate|Piperazine estrone sulphate|Sulestrex piperazine,Small molecule,Estrogen receptor alpha agonist,drug_common_name,estropipate
CHEMBL1095292,BRETYLIUM TOSYLATE,Transporter,ASL-603|Bretylium tosilate|Bretylium tosylate|NSC-62164|Tosilate de bretylium|Tosilato de bretilio,Small molecule,Norepinephrine transporter substrate,drug_synonym,bretylium tosilate
CHEMBL1762,TOCAINIDE,Ion channel,Tocainida|Tocainide|W-36095,Small molecule,Sodium channel alpha subunit blocker,drug_common_name,tocainide
CHEMBL1096979,BENSERAZIDE,Enzyme,Benserazida|Benserazide|Benserazide (as hydrochloride)|Benserazide hcl|Benserazide hydrochloride|NSC-755907|RO 4-4602|RO-4-4602|Serazide,Small molecule,DOPA decarboxylase inhibitor,drug_common_name,benserazide
CHEMBL388590,BENZBROMARONE,Transporter,Benzbromaron|Benzbromarona|Benzbromarone|Benzpromarone|L-2214|MJ 10061|MJ-10061|NSC-85433|Uroleap,Small molecule,Solute carrier family 22 member 12 inhibitor,drug_common_name,benzbromarone
CHEMBL832,SULFINPYRAZONE,Transporter,NSC-75925|Sulfinpirazona|Sulfinpyrazone|Sulphinpyrazone,Small molecule,Solute carrier family 22 member 12 inhibitor,drug_common_name,sulfinpyrazone
CHEMBL3989887,TACROLIMUS,Enzyme|Ion channel,FK 506|FK-506|FK506|FR-900506|FR900506|NSC-758659|Tacrolimus|Tacrolimus hydrate|Tacrolimus monohydrate,Small molecule,FK506-binding protein 1A inhibitor,drug_common_name,tacrolimus
CHEMBL1200406,DIMENHYDRINATE,Membrane receptor,Chloranautine|Dimenhidrinato|Dimenhydrinate|NSC-117855,Small molecule,Histamine H1 receptor antagonist,drug_common_name,dimenhydrinate
CHEMBL1423,PIMOZIDE,Membrane receptor,MCN-JR-6238|NSC-170984|Pimozida|Pimozide|R 623|R 6238|R-623|R-6238,Small molecule,Dopamine receptor antagonist,drug_common_name,pimozide
CHEMBL84158,TIAPRIDE,Membrane receptor,NSC-758225|Tiaprida|Tiapride,Small molecule,Dopamine D3 receptor antagonist,drug_common_name,tiapride
CHEMBL1764,LEVOMEPROMAZINE,Membrane receptor,CL 36467|CL 39743|CL-36467|CL-39743|Levomepromazina|Levomepromazine|Methotrimeprazine|N05AA02|NSC-226516|Neozine|Nirvan|RP 7044|RP-7044|SK&F 5116|SK&F-5116|XP-03|XP03,Small molecule,D2-like dopamine receptor antagonist,drug_common_name,levomepromazine
CHEMBL26,SULPIRIDE,Membrane receptor,N05AL01|NSC-757850|RD-1403|Sulpirida|Sulpiride,Small molecule,Dopamine D2 receptor antagonist,drug_common_name,sulpiride
CHEMBL28218,BROMPERIDOL,Membrane receptor,"Bromperidol|NSC-759275|R 11,333|R-11333",Small molecule,Dopamine D2 receptor antagonist,drug_common_name,bromperidol
CHEMBL297302,BENPERIDOL,Membrane receptor,Benperidol|MCN-JR-4584|NSC-170982|R-4584,Small molecule,Dopamine D2 receptor antagonist,drug_common_name,benperidol
CHEMBL46516,FLUSPIRILENE,Membrane receptor,Fluspirilene|Fluspirileno|Imap|MCN-JR-6218|R 6218|R-6218|Redeptin,Small molecule,Dopamine D2 receptor inhibitor,drug_common_name,fluspirilene
CHEMBL644,TRIMIPRAMINE,Membrane receptor,7162 RP|7162-RP|IL 6001|IL-6001|Surmontil|Trimeproprimine|Trimipramina|Trimipramine,Small molecule,Adrenergic receptor alpha-1 antagonist,drug_common_name,trimipramine
CHEMBL896,HYDROXYZINE,Membrane receptor,Atarax|Ataraxoid|Hidroxizina|Hydroxyzine|Marex|NSC-169188|Orgatrax|Tran-q|Tranquizine|U.c.b-4492,Small molecule,Histamine H1 receptor antagonist,drug_common_name,hydroxyzine
CHEMBL908,CHLORPROTHIXENE,Membrane receptor,Chlorprothixene|Clorprotixeno|N-714|N-714RO 4-0403|NSC-18720|RO 4-0403|RO-4-0403|RO-40403,Small molecule,Dopamine D2 receptor antagonist,drug_common_name,chlorprothixene
CHEMBL1088,MESORIDAZINE,Ion channel|Membrane receptor,Mesoridazina|Mesoridazine|NC-123|NSC-186066|Serentil|TPS-23|Thioridazine-2-sulfoxide,Small molecule,Serotonin 2a (5-HT2a) receptor antagonist,drug_common_name,mesoridazine
CHEMBL422,TRIFLUOPERAZINE,Membrane receptor,Apo-trifluoperazine|Flurazine|NSC-17474|NSC-46061|RP-7623|Trifluoperazina|Trifluoperazine,Small molecule,Serotonin 2c (5-HT2c) receptor antagonist,drug_common_name,trifluoperazine
CHEMBL564,PROMAZINE,Membrane receptor,Combelen|NSC-31447|Promazina|Promazine,Small molecule,D2-like dopamine receptor antagonist,drug_common_name,promazine
CHEMBL570,TRIFLUPROMAZINE,Membrane receptor,Fluopromazine|Triflupromazina|Triflupromazine,Small molecule,Dopamine D2 receptor antagonist,drug_common_name,triflupromazine
CHEMBL1046,AMINOCAPROIC ACID,Enzyme,".epsilon.-aminocaproic acid|177 J.D|177 J.D.|177 JD|177-JD|6-aminocaproic acid|Acide aminocaproique|Acido aminocaproico|Aminocaproic acid|CL 10304|CL-10304|CY-116|EACA|Epsilcapramin|Epsilon-aminocaproic acid|Hexanoic acid, 6-amino-|NSC-26154|NSC-400230",Small molecule,Plasminogen inhibitor,drug_common_name,aminocaproic acid
CHEMBL312448,XYLOMETAZOLINE,Membrane receptor,Balminil|Xilometazolina|Xylometazoline,Small molecule,Adrenergic receptor alpha agonist,drug_common_name,xylometazoline
CHEMBL1200617,RIMEXOLONE,Transcription factor,ORG 6216|ORG-6216|Rimexolon|Rimexolona|Rimexolone,Small molecule,Glucocorticoid receptor agonist,drug_common_name,rimexolone
CHEMBL1201173,MEDRYSONE,Transcription factor,Hydroxymesterone|Medrisona|Medrysone|NSC-63278|U-8471,Small molecule,Glucocorticoid receptor agonist,drug_common_name,medrysone
CHEMBL3989676,OXYPHENBUTAZONE,Enzyme,NSC-757261|Oxifenbutazona|Oxiphenbutazone|Oxyphenbutazone|Oxyphenbutazone hydrate|Oxyphenbutazone monohydrate|Phlogase|Phlogistol|Phlogont,Small molecule,Cyclooxygenase inhibitor,drug_common_name,oxyphenbutazone
CHEMBL12610,BENZYDAMINE,Enzyme,Apo-benzydamine|Bencidamina|Benzindamine|Benzydamine,Small molecule,Cyclooxygenase inhibitor,drug_common_name,benzydamine
CHEMBL1297,FENOPROFEN,Enzyme,53858|Fenoprofen|Fenoprofene|Fenoprofeno|LILLY-53858|NSC-757813|Nalfon,Small molecule,Cyclooxygenase inhibitor,drug_common_name,fenoprofen
CHEMBL1565476,APAZONE,Enzyme,AHR-3018|Apazone|Apazone dihydrate|Azapropazona|Azapropazone|Azapropazone dihydrate|Cinnopropazone|MI-85|MI-85DI|NSC-102824|Prolixan,Small molecule,Cyclooxygenase inhibitor,drug_synonym,azapropazone
CHEMBL15870,INDOPROFEN,Enzyme,Bor-ind|Flosin|Flosint|Indoprofen|Indoprofene|Indoprofeno|Isindone|K 4277|K-4277|NSC-757065|Praxis|Reumofene,Small molecule,Cyclooxygenase inhibitor,drug_common_name,indoprofen
CHEMBL189171,ACEMETACIN,Enzyme,Acemetacin|Acemetacina|Acemetacine|NSC-757413|Rantudil,Small molecule,Cyclooxygenase inhibitor,drug_common_name,acemetacin
CHEMBL956,SUPROFEN,Enzyme,"NSC-303611|P-(2-thenoyl)hydratropic acid|P-2-thenoylhydratropic acid|R-25,061|R-25061|Racemic suprofen|Srendam|Sulproltin|Suprofen|Suprofene|Suprofeno|Sutoprofen|TN-762|Topalgic",Small molecule,Cyclooxygenase inhibitor,drug_common_name,suprofen
CHEMBL1193,PHENIRAMINE,Membrane receptor,Feniramina|NSC-47965|Pheniramine|Propheniramine|Prophenpyridamine|Pyriton|Tripoton,Small molecule,Histamine H1 receptor antagonist,drug_common_name,pheniramine
CHEMBL399510,BROMOPRIDE,Membrane receptor,Bromoprida|Bromopride|Movipride|NSC-758391,Small molecule,Dopamine D2 receptor antagonist,drug_common_name,bromopride
CHEMBL1420,PRALIDOXIME,Enzyme,Atnaa|Duodote|Pralidoxime|Pralidoxime cation|Pralidoxime ion,Small molecule,Acetylcholinesterase activator,drug_common_name,pralidoxime
CHEMBL1616951,CANRENOATE,Transcription factor,Acide canrenoique|Acido canrenoico|Canrenoic acid,Small molecule,Mineralocorticoid receptor antagonist,drug_synonym,canrenoic acid
CHEMBL1518,PROPYLTHIOURACIL,Enzyme,NSC-6498|NSC-70461|Propiltiouracilo|Propylthiouracil|Propylthiouracile|Thyreostat ii,Small molecule,Thyroid peroxidase inhibitor,drug_common_name,propylthiouracil
CHEMBL508102,CARBIMAZOLE,Enzyme,Athyromazole|Carbimazol|Carbimazol henning|Carbimazole|NSC-758966,Small molecule,Thyroid peroxidase inhibitor,drug_common_name,carbimazole
CHEMBL1123,DICYCLOMINE,Membrane receptor,Bentyl|Dicicloverina|Dicyclomine|Dicycloverine|Dicymine|Kolantyl,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,drug_synonym,dicycloverine
CHEMBL1200950,CLIDINIUM BROMIDE,Membrane receptor,Bromure de clidinium|Bromuro de clidinio|Clidinium bromide|NSC-756686|RO 2-3773|RO-2-3773|RO-23773,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,drug_common_name,clidinium bromide
CHEMBL1201354,TRIDIHEXETHYL,Membrane receptor,Tridihexethyl|Tridihexethyl cation|Tridihexethyl ion,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,drug_common_name,tridihexethyl
CHEMBL1240,PROPANTHELINE BROMIDE,Membrane receptor,Bromure de propantheline|Bromuro de propantelina|NSC-757294|Propantheline Bromide|Propantheline bromide,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,drug_common_name,propantheline bromide
CHEMBL9967,PIRENZEPINE,Membrane receptor,ACI-91|Pirenzepina|Pirenzepine,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,drug_common_name,pirenzepine
CHEMBL11662,OZAGREL,Enzyme,KCT-0809|Ozagrel|Ozagrel sodium,Small molecule,Thromboxane-A synthase inhibitor,drug_common_name,ozagrel
CHEMBL220491,BRINZOLAMIDE,Enzyme|Unclassified protein,AL-4862|Azopt|Brinzolamida|Brinzolamide|NSC-760050,Small molecule,Carbonic anhydrase II inhibitor,drug_common_name,brinzolamide
CHEMBL93645,ACECLOFENAC,Enzyme,Aceclofenac|Aceclofenac betadex|Aceclofenaco,Small molecule,Cyclooxygenase-2 inhibitor,drug_common_name,aceclofenac
CHEMBL1200,BENOXINATE,Ion channel,Benoxinate|Conjucain|Dorsacain|Monofree oxybuprocaine|Oxibuprocaina|Oxybucaine|Oxybuprocaine,Small molecule,Sodium channel alpha subunit blocker,drug_synonym,oxybuprocaine
CHEMBL1201288,DANTROLENE,Ion channel,2-methylbenzoic acid anilide|BAS-305|BAS-3050|BAS-3050F|Bebenil|Dantrolene|Dantroleno|F-368|Mebenil|NSC-227402|NSC-26404|O-methylbenzanilide|O-toluanilide|SHA-458100,Small molecule,Ryanodine receptor 3 antagonist,drug_common_name,dantrolene
CHEMBL1512,FLUNISOLIDE,Transcription factor,Flunisolida|Flunisolide|Flunisolide anhydrous|Flunisolide hemihydrate|NSC-757871|RS-3999,Small molecule,Glucocorticoid receptor agonist,drug_common_name,flunisolide
CHEMBL1200988,METHANTHELINE BROMIDE,Membrane receptor,Bromure de methanthelinium|Bromuro de metantelinio|Dixamone bromide|Methantheline bromide|Methanthelinium bromide|NSC-32145|Vagantin,Small molecule,Histamine H2 receptor antagonist,drug_synonym,methanthelinium bromide
CHEMBL1493,FLAVOXATE,Enzyme,Bladuril|Flavoxate|Flavoxato,Small molecule,Phosphodiesterase 4 inhibitor,drug_common_name,flavoxate
CHEMBL1201338,CYCLOPENTOLATE,Membrane receptor,Bell pentolate|Ciclopentolato|Cyclopentolate,Small molecule,Muscarinic acetylcholine receptor M3 antagonist,drug_common_name,cyclopentolate
CHEMBL14,CARBACHOL,Membrane receptor,Carbachol|Carbachol chloride|Carbacholine Chloride|Carbacholine chloride|Carbacol|Carbamoylcholine chloride|NSC-32865,Small molecule,Muscarinic acetylcholine receptor M3 agonist,drug_common_name,carbachol
CHEMBL2103772,RACECADOTRIL,Enzyme,Acetorphan|NSC-759828|Racecadotril|Racecadotrilo|Tiorfan|Tiorfix,Small molecule,Neprilysin inhibitor,drug_common_name,racecadotril
CHEMBL43064,CINNARIZINE,Ion channel|Auxiliary transport protein,516 MD|516-MD|Aplactan|Aplexal|Artate|Carecin|Cerebolan|Cerepar|Cinaperazine|Cinarizina|Cinarizine|Cinazyn|Cinnacet|Cinnageron|Cinnarizine|Cinnipirine|Corathiem|Denapol|Dimitron|Eglen|Folcodal|Giganten|Glanil|Hilactan|Ixertol|Katoseran|Labyrin|Midronal|Mitronal|NSC-758400|Olamin|Processine|R 1575|R 516|R-1575|R-516|Sedatromin|Sepan|Siptazin|Spaderizine|Stugeron|Stunarone|Stutgeron|Stutgin,Small molecule,Voltage-gated L-type calcium channel blocker,drug_common_name,cinnarizine
CHEMBL1020,TOLMETIN,Enzyme,MCN-2559|Tolectin|Tolmetin|Tolmetina|Tolmetine,Small molecule,Cyclooxygenase inhibitor,drug_common_name,tolmetin
CHEMBL509,MECLOFENAMIC ACID,Enzyme,Acide meclofenamique|Acido meclofenamico|CI-583|CL-583|INF 4668|INF-4668|Meclodium|Meclofenamate|Meclofenamic acid|Meclomen|NSC-95309,Small molecule,Arachidonate 5-lipoxygenase inhibitor,drug_common_name,meclofenamic acid
CHEMBL900,ORPHENADRINE,Ion channel,Disipal|Invagesic|Mefenamine|Mialgin|Norflex|Norgesic|Orfenadrina|Orphenadrin|Orphenadrine|Orphengesic,Small molecule,Glutamate [NMDA] receptor antagonist,drug_common_name,orphenadrine
CHEMBL1257015,PICOTAMIDE,Membrane receptor,G-137|NSC-304384|Picotamide,Small molecule,Thromboxane A2 receptor inhibitor,drug_common_name,picotamide
CHEMBL711,PHENINDIONE,Enzyme,Danilone|Fenindiona|NSC-41693|Phenindione|Phenylindanedione,Small molecule,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,drug_common_name,phenindione
CHEMBL1201213,ISOETHARINE,Membrane receptor,Dilabron|Etyprenaline|Isoetarina|Isoetarine|Isoetharine|Neoisuprel|WIN 3406|WIN-3046|WIN-3406|WIN3406,Small molecule,Beta-2 adrenergic receptor agonist,drug_synonym,isoetarine
CHEMBL1752,DYPHYLLINE,Enzyme,Diprofilina|Diprophylline|Dyphilline|Dyphylline|Glyphylline|NSC-14305,Small molecule,Phosphodiesterase 4 inhibitor,drug_synonym,diprophylline
CHEMBL521589,BAMBUTEROL,Membrane receptor,Bambuterol,Small molecule,Beta-2 adrenergic receptor agonist,drug_common_name,bambuterol
CHEMBL73234,CARBETAPENTANE,Membrane receptor,Pentoxiverina|Pentoxyverine,Small molecule,Sigma opioid receptor agonist,drug_synonym,pentoxyverine
CHEMBL811,BROMPHENIRAMINE,Membrane receptor,BPN|Bromfed|Bromfenex|Bromfeniramina|Brompheniramine|Brotane|Dimetane|Dimetapp|Lodrane,Small molecule,Histamine H1 receptor antagonist,drug_common_name,brompheniramine
CHEMBL965,CARBAMOYLCHOLINE,Membrane receptor,Carbachol|Carbamoylcholine|Carbastat|Miostat,Small molecule,Muscarinic acetylcholine receptor M3 agonist,drug_synonym,carbachol
CHEMBL10316,IDAZOXAN,Membrane receptor,Dl-idazoxan|Idazoxan|Idazoxano|NSC-759867|RX-781094|Racemic idazoxan,Small molecule,Adrenergic receptor alpha-2 antagonist,drug_common_name,idazoxan
CHEMBL1113,AMOXAPINE,Transporter,"Amoxapina|Amoxapine|CL 67,772|CL 67772|CL-67,772|CL-67772|NSC-759559",Small molecule,Norepinephrine transporter inhibitor,drug_common_name,amoxapine
CHEMBL1201168,ISOCARBOXAZID,Enzyme,Enerzer|Isocarboxazid|Isocarboxazida|Isocarboxazide|NSC-169893|RO 5-0831|RO-5-0831,Small molecule,Monoamine oxidase inhibitor,drug_common_name,isocarboxazid
CHEMBL1256841,NIALAMIDE,Enzyme,NSC-124514|Nialamida|Nialamide|Niamid,Small molecule,Monoamine oxidase inhibitor,drug_common_name,nialamide
CHEMBL1492500,DOTHIEPIN,Transporter,Dosulepin|Dosulepina|Dosulepine|Dothiepin|Dothirpin,Small molecule,Norepinephrine transporter inhibitor,drug_synonym,dosulepin
CHEMBL273575,NOMIFENSINE,Transporter,Linamiphen|Nomifensin|Nomifensina|Nomifensine,Small molecule,Monoamine transporter inhibitor,drug_common_name,nomifensine
CHEMBL278819,MINAPRINE,Enzyme,AGR-1240|Brantur|CB-30038|Cantor|Minaprina|Minaprine,Small molecule,Acetylcholinesterase inhibitor,drug_common_name,minaprine
CHEMBL37744,ZIMELDINE,Membrane receptor,Cis-zimelidine|Normud|Zelmid|Zimeldina|Zimeldine|Zimelidine,Small molecule,Serotonin (5-HT) receptor antagonist,drug_common_name,zimeldine
CHEMBL1490,TRIHEXYPHENIDYL,Membrane receptor,Apo-trihex|NSC-12268|Trihexifenidilo|Trihexyphenidyl|Trihexyphenidyle,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,drug_common_name,trihexyphenidyl
CHEMBL1201237,LEVOBUNOLOL,Membrane receptor,"Bunolol, (-)-|Bunolol, (s)-|Levobunolol",Small molecule,Beta-1 adrenergic receptor antagonist,drug_common_name,levobunolol
CHEMBL1201262,DIPIVEFRIN,Membrane receptor,DPE|Dipivalyl epinephrine|Dipivefrin|Dipivefrina|Dipivefrine,Small molecule,Adrenergic receptor agonist,drug_synonym,dipivefrine
CHEMBL17,DICHLORPHENAMIDE,Enzyme,Dichlorphenamide|Diclofenamida|Diclofenamide,Small molecule,Carbonic anhydrase XII inhibitor,drug_synonym,diclofenamide
CHEMBL765,GUANETHIDINE,Transporter,Esimil|Guanethidine|Guanetidina|Ismelin,Small molecule,Norepinephrine transporter substrate,drug_common_name,guanethidine
CHEMBL1589,ACETOHEXAMIDE,Transporter,33006|Acetohexamida|Acetohexamide|NSC-759128,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",drug_common_name,acetohexamide
CHEMBL400599,BENFLUOREX,Enzyme,Benfluorex|Mediaxal|NSC-757396,Small molecule,Acyl coenzyme A:cholesterol acyltransferase 1 inhibitor,drug_common_name,benfluorex
CHEMBL817,TOLAZAMIDE,Transporter,NSC-70762|Tolazamida|Tolazamide|U-17835,Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker",drug_common_name,tolazamide
CHEMBL1201342,METHIXENE,Membrane receptor,Atosil|Methixene|Metixene|Metixeno,Small molecule,Serotonin 2c (5-HT2c) receptor antagonist,drug_synonym,metixene
CHEMBL1206,ETHOPROPAZINE,Membrane receptor,Ethopropazine|Parsidol|Profenamina|Profenamine,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,drug_synonym,profenamine
CHEMBL49080,CLENBUTEROL,Membrane receptor,Clenbuterol|Clenbuterol hydrochloride|Contraspasmin|NAB 365|NSC-758633|Planipart,Small molecule,Beta-2 adrenergic receptor agonist,drug_common_name,clenbuterol
CHEMBL86715,PROCYCLIDINE,Membrane receptor,Elorine|Kemadrine|Lergine|NSC-169103|Prociclidina|Procyclidine|Tricoloid|Vagosin,Small molecule,Muscarinic acetylcholine receptor M1 antagonist,drug_common_name,procyclidine
CHEMBL1305,ANTAZOLINE,Membrane receptor,Antazolina|Antazoline|Atazoline|Vasocon-A,Small molecule,Histamine H1 receptor antagonist,drug_common_name,antazoline
CHEMBL1378,THIETHYLPERAZINE,Membrane receptor,Thiethylperazine|Tietilperazina|Torecan,Small molecule,Dopamine D2 receptor antagonist,drug_common_name,thiethylperazine
CHEMBL1411979,METHAPYRILENE,Membrane receptor,A 3322|A-3322|Metapirileno|Metapyrilene|Methapyrilene|Pyrinistol|Restryl|Semikon|Sleepwell|Tenalin|Thionylan,Small molecule,Histamine H1 receptor antagonist,drug_common_name,methapyrilene
CHEMBL1492,DIPHENYLPYRALINE,Membrane receptor,Difenilpiralina|Diphenylpyraline,Small molecule,Histamine H1 receptor antagonist,drug_common_name,diphenylpyraline
CHEMBL296419,ASTEMIZOLE,Membrane receptor,"Astemizol|Astemizole|GNF-Pf-2461|NSC-329963|NSC-759570|R 43,512",Small molecule,Histamine H1 receptor antagonist,drug_common_name,astemizole
CHEMBL648,CYCLIZINE,Membrane receptor,Ciclizina|Cyclizine|Marezine|NSC-26608,Small molecule,Histamine H1 receptor antagonist,drug_common_name,cyclizine
CHEMBL829,METHYLPROMAZINE,Membrane receptor,Alimemazina|Alimemazine|BAYER-1219|Dl-trimeprazine|Methylpromazine|RP-6549|Temaril|Trimeprazine,Small molecule,Histamine H1 receptor antagonist,drug_synonym,alimemazine
CHEMBL855,TRIPROLIDINE,Membrane receptor,Actahist|Actidil|Actifed|Allerfed|Corphed|Histafed|Myfed|Myidyl|Trilitron|Triphed|Triprolidina|Triprolidine,Small molecule,Histamine H1 receptor antagonist,drug_common_name,triprolidine
CHEMBL864,CARBINOXAMINE,Membrane receptor,Carbinoxamina|Carbinoxamine|Clistin|Palgic,Small molecule,Histamine H1 receptor antagonist,drug_common_name,carbinoxamine
CHEMBL1732,DIHYDROERGOTAMINE,Membrane receptor,"9,10-dihydroergotamine|Dihidroergotamina|Dihydroergotamine|MAP-0004|MAP0004|Neomigran",Small molecule,Serotonin 1d (5-HT1d) receptor agonist,drug_common_name,dihydroergotamine
CHEMBL488,AMINOGLUTETHIMIDE,Enzyme,Aminoglutethimide|Aminoglutetimida|Cytadren|NSC-330915,Small molecule,Cytochrome P450 11A1 inhibitor,drug_common_name,aminoglutethimide
CHEMBL1201012,FLURANDRENOLIDE,Transcription factor,33379|Fludroxicortida|Fludroxicortide|Fludroxycortide|Flurandrenolide|Flurandrenolone|NSC-757869,Small molecule,Glucocorticoid receptor agonist,drug_synonym,fludroxycortide
CHEMBL12856,INAMRINONE,Enzyme,Amcoral|Amrinona|Amrinone|C01CE01|Cartonic|Cordemcura|Inamrinone|NSC-759805|Vesistol|WIN 40680|WIN-40680|Wincoram,Small molecule,Phosphodiesterase 3A inhibitor,drug_synonym,amrinone
CHEMBL1532,QUINETHAZONE,Transporter,Chinethazone|NSC-759904|Quinetazona|Quinethazone,Small molecule,Thiazide-sensitive sodium-chloride cotransporter inhibitor,drug_common_name,quinethazone
CHEMBL1763,HYDROFLUMETHIAZIDE,Transporter,Hidroflumetiazida|Hydroflumethiazide|NSC-44627,Small molecule,Thiazide-sensitive sodium-chloride cotransporter inhibitor,drug_common_name,hydroflumethiazide
CHEMBL546,OXPRENOLOL,Membrane receptor,Oxprenolol,Small molecule,Beta-1 adrenergic receptor antagonist,drug_common_name,oxprenolol
CHEMBL557555,CIPROFIBRATE,Transcription factor,Ciprofibrate|Ciprofibrato|NSC-759617|WIN 35833|WIN-35833,Small molecule,Peroxisome proliferator-activated receptor alpha agonist,drug_common_name,ciprofibrate
CHEMBL6995,PRACTOLOL,Membrane receptor,"AY-21,011|AY-21011|Dalzic|I.C.I. 50,172|I.C.I.-50,172|ICI-50172|Practolol",Small molecule,Beta-1 adrenergic receptor inhibitor,drug_common_name,practolol
CHEMBL1200338,PINACIDIL,Transporter|Ion channel,NSC-759588|Pinacidil|Pinacidil hydrate|Pinacidil monohydrate,Small molecule,"Sulfonylurea receptor 2, Kir6.2 opener",drug_common_name,pinacidil
CHEMBL1668,RESCINNAMINE,Transporter,Apoterin s|Cartric|Cinnaloid|NSC-15628|Rescinamina|Rescinnamine|Rescisan|Resealoid|Reserpinine|Scinnamina|Tsuruselpi s,Small molecule,Synaptic vesicular amine transporter inhibitor,drug_common_name,rescinnamine
CHEMBL169901,DEBRISOQUIN,Transporter,Debrisoquina|Debrisoquine,Small molecule,Norepinephrine transporter inhibitor,drug_synonym,debrisoquine
CHEMBL240597,CHENODIOL,Transcription factor,Acide chenodesoxycholique|Acido quenodeoxicolico|Anthropodeoxycholic acid|Anthropodesoxycholic acid|Anthropododesoxycholic acid|Chendol|Chenic acid|Chenocol|Chenodeoxycholate|Chenodeoxycholic acid|Chenodesoxycholic acid|Chenodiol|Chenossil|Cholanorm|Fluibil|Gallodesoxycholic acid|NSC-657949|NSC-757798,Small molecule,Bile acid receptor FXR agonist,drug_synonym,chenodeoxycholic acid
CHEMBL1200845,HALCINONIDE,Transcription factor,Halcinonida|Halcinonide|NSC-758413|SO 18566|SO-18566|SQ 18566|SQ-18566,Small molecule,Glucocorticoid receptor agonist,drug_common_name,halcinonide
CHEMBL1405,ESTRONE,Transcription factor,"1,3,5-estratrien-3-ol-17-one|Estradiol metabolite e1|Estrona|Estrone|Follicular hormone|Follicular-hormone|Folliculin|Folliculinum|Ketohydroxyestrin|NSC-9699|Oestrone|Theelin|Thelykinin|Tokokin|WAY 164397",Small molecule,Estrogen receptor alpha agonist,drug_common_name,estrone
CHEMBL833,TICLOPIDINE,Membrane receptor,Ticlopidin-puren|Ticlopidina|Ticlopidine,Small molecule,Purinergic receptor P2Y12 antagonist,drug_common_name,ticlopidine
CHEMBL1213351,PROPOXYPHENE,Membrane receptor,"Algafan|D-propoxyphene|Depromic|Dextropropoxifeno|Dextropropoxyphen|Dextropropoxyphene|J5.928E|Levopropoxyphene|Propoxyphene|Propoxyphene, d-|SK-65",Small molecule,Mu opioid receptor agonist,drug_synonym,levopropoxyphene
CHEMBL314437,MEPTAZINOL,Membrane receptor,IL-22811|Meptazinol,Small molecule,Mu opioid receptor partial agonist,drug_common_name,meptazinol
CHEMBL22242,REMOXIPRIDE,Membrane receptor,A 33547|A-33547|FLA 731|FLA-731(-)|Remoxiprida|Remoxipride|Roxiam,Small molecule,Dopamine D2 receptor antagonist,drug_common_name,remoxipride
