drug_id,drug_common_name,drug_target_class,drug_synonyms,drug_type,drug_mechanism_of_action
CHEMBL3039502,DUVELISIB,Enzyme,Duvelisib|INK-1197|IPI-145,Small molecule,PI3-kinase p110-gamma subunit inhibitor
CHEMBL3039539,OTLERTUZUMAB,Membrane receptor,Otlertuzumab|TRU-016,Antibody,Leukocyte antigen CD37 binding agent
CHEMBL3137343,PEMBROLIZUMAB,Surface antigen,KEYLYNK-010 COMPONENT PEMBROLIZUMAB|Lambrolizumab|MK-3475|PEMBROLIZUMAB COMPONENT OF KEYLYNK-010|Pembrolizumab|SCH-900475,Antibody,Programmed cell death protein 1 inhibitor
CHEMBL3218576,COPANLISIB,Enzyme,BAY 80-6946|BAY-80-6946|BAY80-6946|Bay-80-6946|Copanlisib,Small molecule,PI3-kinase p110-alpha subunit inhibitor
CHEMBL3301582,POLATUZUMAB VEDOTIN,Unclassified protein,ACD-79B-VCMMAE|ACD-79BVCMMAE|ACD79B-VCMMAE|Anti-cd79b adc|DCDS-4501A|DCDS4501A|FCU-2711|FCU2711|Polatuzumab vedotin|Polatuzumab vedotin piiq|Polatuzumab vedotin-piiq|Polatuzumab vedotina|Polatuzumab vedotine|RG-7596|RG7596|RO-5541077-000|RO-5541077000|RO5541077-000,Antibody drug conjugate,B-cell antigen receptor complex-associated protein beta chain binding agent
CHEMBL3301585,PINATUZUMAB VEDOTIN,Structural protein,ACD-22-VCMMAE|ACD-22VCMMAE|ACD22-VCMMAE|DCDT-2980S|DCDT2980S|FCU-2703|FCU2703|Pinatuzumab vedotin|Pinatuzumab vedotina|Pinatuzumab vedotine|RG-7593|RO-5541072-000|RO-5541072000|RO5541072-000,Antibody drug conjugate,Tubulin inhibitor
CHEMBL3301625,SPEBRUTINIB,Enzyme|Unclassified protein,AVL-292|Btk inhibitor cc-292|CC-292|Espebrutinib|Spebrutinib,Small molecule,Tyrosine-protein kinase BTK inhibitor
CHEMBL343448,ROMIDEPSIN,Epigenetic regulator,Depsipeptide|FK-228|FK228|FR-901228|FR901228|NSC-630176|Romidepsin|Romidepsina|Romidepsine,Protein,Histone deacetylase inhibitor
CHEMBL3544910,MOTEXAFIN GADOLINIUM,Enzyme,API-GP3|FP-GP1|GD-TEXAPHYRIN|Gd texaphyrin|Gd-Tex|Motexafin gadolinium|Motexafin gadolinium anhydrous|Motexafin gadolinium hydrate|NSC-695238|PCI-0120|gadolinium texaphyrin,Small molecule,Ribonucleoside-diphosphate reductase RR1 inhibitor
CHEMBL3544932,TAK-901,Enzyme,Tak-901,Small molecule,Serine/threonine-protein kinase Aurora-B inhibitor
CHEMBL3545366,VOXTALISIB,Enzyme,SAR-245409|SAR245409|Voxtalisib|XL-765|XL765,Small molecule,PI3-kinase class I inhibitor
CHEMBL3586573,CC-115,Enzyme|Other cytosolic protein,Cc-115,Small molecule,Serine/threonine-protein kinase mTOR inhibitor
CHEMBL3707227,ATEZOLIZUMAB,Unclassified protein,0ine2sfd9e|Anti-PD-L1|Anti-PDL1|Atezolizumab|MPDL-3280A|MPDL3280A|RG-7446|RG7446,Antibody,Programmed cell death 1 ligand 1 inhibitor
CHEMBL3707348,ACALABRUTINIB,Enzyme|Unclassified protein,ACP-196|Acalabrutinib|Acp-196,Small molecule,Tyrosine-protein kinase BTK inhibitor
CHEMBL3833304,TOSITUMOMAB 131I,Ion channel,Tositumomab (131I)|Tositumomab 131i|Tositumomab/iodine (131i) tositumomab,Antibody,B-lymphocyte antigen CD20 binding agent
CHEMBL383824,ALVESPIMYCIN,Unclassified protein|Other cytosolic protein,Alvespimicina|Alvespimycin|Alvespimycine|NSC-707545,Small molecule,Heat shock protein HSP90 inhibitor
CHEMBL3905910,VORUCICLIB,Other cytosolic protein|Enzyme,P-1446|P1446a-05|Voruciclib,Small molecule,Cyclin-dependent kinase 4 inhibitor
CHEMBL3936761,ZANUBRUTINIB,Enzyme|Unclassified protein,BGB-3111|Bgb-3111|Zanubrutinib,Small molecule,Tyrosine-protein kinase BTK inhibitor
CHEMBL3948730,UMBRALISIB,Enzyme,RP-5264|RP5264|TGR-1202 FREE BASE|TGR-1202 base|Tgr 1202|Umbralisib,Small molecule,PI3-kinase p110-delta subunit inhibitor
CHEMBL3989869,UMBRALISIB TOSYLATE,Enzyme,RP-5307|TGR-1202|TGR-1202 (4-METHYLBENZENESULFONATE)|Tgr-1202|Umbralisib tosylate,Small molecule,PI3-kinase p110-delta subunit inhibitor
CHEMBL4071161,TIRABRUTINIB,Enzyme|Unclassified protein,GS-4059|Gs-4059|ONO-4059|ONO-4059(FREE BASE)|Ono-4059|Tirabrutinib,Small molecule,Tyrosine-protein kinase BTK inhibitor
CHEMBL408194,OBATOCLAX,Other cytosolic protein,GX15-070|Obatoclax,Small molecule,Apoptosis regulator Bcl-W inhibitor
CHEMBL4116008,CERDULATINIB,Enzyme,Cerdulatinib|PRT-062070|Prt-2070|RVT-502,Small molecule,Tyrosine-protein kinase TYK2 inhibitor
CHEMBL413,SIROLIMUS,Enzyme|Ion channel,AY-22989|Fyarro|Hyftor|L04AA10|NSC-226080|Npc-12g|Rapalimus|Rapamycin|SM-88 COMPONENT SIROLIMUS|Sirolimus|WY-090217,Small molecule,FK506-binding protein 1A inhibitor
CHEMBL4285417,CERALASERTIB,Enzyme,AZD6738|Atr kinase inhibitor azd6738|Azd 6738|Azd-6738|Ceralasertib,Small molecule,Serine-protein kinase ATR inhibitor
CHEMBL428647,PACLITAXEL,Structural protein,(-)-paclitaxel|ABI-007|ABI-007 COMPONENT PACLITAXEL|BMS 181339-01|BMS-181339-01|Capxol|Cyclopax|DHP 107|DHP-107|Ebetaxel|Empac|Endotag 1|Genaxol|Genetaxyl|Genexol|Genexol-pm|Intaxel|Lep-etu|MBT 0206|MBT-0206|Mitotax|NK 105|NK-105|NSC-125973|Oncogel|Onxal|Onxol|Pacliex|Paclitaxel|Paclitaxel (taxus canadensis)|Paclitaxol|Plaxicel|QW-8184|Taxalbin|Taxol|Taxol a|Taxus|Taxus liberte|Taxus stent|Tocosol paclitaxel|Yewtaxan,Small molecule,Tubulin inhibitor
CHEMBL428690,ALVOCIDIB,Enzyme,"Alvocidib|Alvocidib freebase|Flavopiridol|HL 275|HL-275|HMR 1275|HMR-1275|L 86 8275|L-868275|L86-8275|MDL 107,826A|MDL-107826A|NSC-649890",Small molecule,Cyclin-dependent kinase 7 inhibitor
CHEMBL4297584,TENALISIB,Enzyme,Tenalisib,Small molecule,PI3-kinase p110-gamma subunit inhibitor
CHEMBL4297728,CIRMTUZUMAB,Unclassified protein,Cirmtuzumab|UC-961|Zilovertamab,Antibody,Inactive tyrosine-protein kinase transmembrane receptor ROR1 inhibitor
CHEMBL4297729,COSIBELIMAB,Unclassified protein,CK-301|Ck-301|Cosibelimab|TG-1501|Tg-1501,Antibody,Programmed cell death 1 ligand 1 inhibitor
CHEMBL4297778,LONCASTUXIMAB TESIRINE,Surface antigen,ADCT-402|ADCT-402 TESIRINE|Adct-402 tesirine|Loncastuximab tesirina|Loncastuximab tesirine|Loncastuximab tesirine-lpyl,Antibody drug conjugate,B-lymphocyte antigen CD19 binding agent
CHEMBL4297789,MT-3724,Unclassified protein,Mt-3724,Unknown,80S Ribosome inhibitor
CHEMBL4298047,TAFASITAMAB,Surface antigen,MOR-00208|MOR00208|MOR208|Mor-208|Mor00208|Tafasitamab|Tafasitamab cxix|Tafasitamab-cxix|XmAb5574|Xmab-5574|Xmab5574,Antibody,B-lymphocyte antigen CD19 binding agent
CHEMBL4298084,ODRONEXTAMAB,Membrane receptor,Odronextamab|REGN-1979|REGN1979|Regn1979,Antibody,T cell surface glycoprotein CD3 binding agent
CHEMBL443684,NAVITOCLAX,Ion channel|Other cytosolic protein,A-855071.0|ABT-263|Navitoclax,Small molecule,Apoptosis regulator Bcl-X inhibitor
CHEMBL445813,AT-7519,Enzyme,AT 7519|AT-7519|AT7519|At-7519|Cdki at7519,Small molecule,Cyclin-dependent kinase inhibitor
CHEMBL4594531,BI-836826,Membrane receptor,BI 836826|BI-836826|Bi 836826|Bi-836826|Mab 37.1,Unknown,Leukocyte antigen CD37 inhibitor
CHEMBL4594618,BREXUCABTAGENE AUTOLEUCEL,Surface antigen,Autologous peripheral blood t cells cd4 and cd8 selected and cd3 and cd28 activated transduced with retroviral vector expressing anti-cd19 cd28/cd3-zeta chimeric antigen receptor and cultured (brexucabtagene autoleucel)|Brexucabtagene autoleucel|KTE-X19,Gene,B-lymphocyte antigen CD19 binding agent
CHEMBL461101,ELTROMBOPAG,Membrane receptor,Eltrombopag|SB497115,Small molecule,Thrombopoietin receptor agonist
CHEMBL4650214,ZANDELISIB,Enzyme,ACC-524|ME-401|Me-401|PW-143|PWT-143|PWT143|Pwt-143|Zandelisib,Small molecule,PI3-kinase p110-delta subunit inhibitor
CHEMBL4650321,ORELABRUTINIB,Enzyme|Unclassified protein,ICP-022|ICP022|Icp-022|Orelabrutinib,Small molecule,Tyrosine-protein kinase BTK inhibitor
CHEMBL4650393,EPCORITAMAB,Ion channel,Epcoritamab|Epcoritamab-bysp|Epkinly|GEN-3013|GEN3013,Antibody,B-lymphocyte antigen CD20 binding agent
CHEMBL4650485,PIRTOBRUTINIB,Enzyme|Unclassified protein,Jaypirca|LOXO-305|LY-3527727|LY3527727|Loxo-305|Pirtobrutinib|RXC-005,Small molecule,Tyrosine-protein kinase BTK inhibitor
CHEMBL467399,BIIB021,Other cytosolic protein,BIIB 021|BIIB-021|Biib021|CNF2024|Cnf-2024|Cnf2024,Small molecule,Heat shock protein HSP90 inhibitor
CHEMBL468,THALIDOMIDE,Membrane receptor|Enzyme|Epigenetic regulator|Structural protein|Unclassified protein|Transcription factor|Other cytosolic protein|Other nuclear protein,.alpha.-phthalimidoglutarimide|Celgene|Contergan|Distaval|K-17|Myrin|N-phthalylglutamic acid imide|NSC-527179|NSC-66847|Neurosedyn|Pantosediv|Pharmion|Softenon|Talidomida|Thaled|Thalidomide|Thalidomide ,Small molecule,CRL4(CRBN) E3 ubiquitin ligase inhibitor
CHEMBL477,ADENOSINE,Membrane receptor,9-.beta.-d-ribofuranosyladenine|Adenosine|NSC-7652|SR 96225|SR-96225,Small molecule,Adenosine receptor agonist
CHEMBL480,LANSOPRAZOLE,Transporter,A-65006|AG-1749|Agopton|Lansoprazol|Lansoprazole|Lansox|Lanzoprazole|Lanzor|Limpidex|NSC-758638|Ogast|Ogastoro|Prevonco|Takepron,Small molecule,Potassium-transporting ATPase inhibitor
CHEMBL481,IRINOTECAN,Enzyme,Biotecan|Irinotecan|NSC-728073,Small molecule,DNA topoisomerase I inhibitor
CHEMBL491473,CEDIRANIB,Enzyme,AZD-2171|AZD2171|Azd-2171|Cediranib|ZD-2171,Small molecule,Vascular endothelial growth factor receptor inhibitor
CHEMBL521686,OLAPARIB,Enzyme|Unclassified protein,AZ-2281|AZ2281|AZD-2281|AZD2281|KEYLYNK-010 COMPONENT OLAPARIB|KU-0059436|KU-59436|NSC-747856|OLAPARIB COMPONENT OF KEYLYNK-010|Olaparib,Small molecule,"PARP 1, 2 and 3 inhibitor"
CHEMBL5315125,DUVELISIB MONOHYDRATE,Enzyme,Duvelisib (as hydrate)|Duvelisib hydrate|Duvelisib monohydrate,Small molecule,PI3-kinase p110-delta subunit inhibitor
CHEMBL535,SUNITINIB,Enzyme,NSC-736511|NSC-750690|SU-011248|SU-11248|SU011248|Sunitinib|Sutent,Small molecule,Platelet-derived growth factor receptor inhibitor
CHEMBL58,MITOXANTRONE,Enzyme,Misostol|Mitoxantrona|Mitoxantrone|NSC-279836|Novantrone,Small molecule,DNA topoisomerase II alpha inhibitor
CHEMBL650,METHYLPREDNISOLONE,Transcription factor,"6-methyl-prednisolone|6-methylprednisolone|J3.872E|Methylprednisolone|Metilprednisolona|NSC-19987|U-67,590A",Small molecule,Glucocorticoid receptor agonist
CHEMBL691,ETHINYL ESTRADIOL,Transcription factor,17-ethinylestradiol|17alpha-ethinylestradiol|Enovid|Enovid-E|Ethinyl Estradiol|Ethinyl estradiol|Ethinylestradiol|Ethinylestradiolum|Ethinyloestradiol|Ethynylestradiol|Etinilestradiol|Ginestrene|NSC-10973|Norinyl|Ovulen|Ovulen-21|Ovulen-28,Small molecule,Estrogen receptor alpha agonist
CHEMBL848,LENALIDOMIDE,Unclassified protein,CC-5013|CDC-501|Lenalidomida|Lenalidomide|NSC-747972|SYP-1512,Small molecule,CRL4(CRBN) E3 ubiquitin ligase inhibitor
CHEMBL894,BUPROPION,Transporter,Amfebutamone|Bupropion|Bupropion extended release|Bupropion slow release|Bupropione|NSC-758686,Small molecule,Norepinephrine transporter inhibitor
CHEMBL98,VORINOSTAT,Epigenetic regulator,MK-0683|MK0683|NSC-701852|NSC-748799|NSC-759852|Suberoylanilide hydroxamic acid|Vorinostat,Small molecule,Histone deacetylase 3 inhibitor
CHEMBL1201129,DECITABINE,Epigenetic regulator,2'-deoxy-5-azacytidine|DAC|Decitabina|Decitabine|NSC-127716,Small molecule,DNA (cytosine-5)-methyltransferase 1 inhibitor
CHEMBL1433,DOXYCYCLINE ANHYDROUS,Enzyme,Anhydrous doxycycline|Doxycycline (anhydrous),Small molecule,Matrix metalloproteinase 13 inhibitor
CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Enzyme,Gemcitabine (as hydrochloride)|Gemcitabine hcl|Gemcitabine hydrochloride|Gemzar|LY-188011|LY-188011 HYDROCHLORIDE|LY188011 HYDROCHLORIDE,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor
CHEMBL2325741,CAPIVASERTIB,Enzyme|Unclassified protein,AZC5363|AZD-5363|AZD5363|Azd 5363|Azd-5363|Capivasertib,Small molecule,Serine/threonine-protein kinase AKT inhibitor
CHEMBL300138,ENZASTAURIN,Enzyme,DB-102|DB102|Enzastaurin|Enzastaurina|Enzastaurine|LY-317615|LY317615|Ly-317615,Small molecule,Protein kinase C beta inhibitor
CHEMBL3414621,TAZEMETOSTAT,Other nuclear protein|Epigenetic regulator,E-7438|E7438|EPZ-6438|EPZ6438|Tazemetostat,Small molecule,Histone-lysine N-methyltransferase EZH2 inhibitor
CHEMBL3545068,COPANLISIB HYDROCHLORIDE,Enzyme,BAY 80-6946 DIHYDROCHLORIDE|BAY 84-1236|BAY-80-6946 DIHYDROCHLORIDE|BAY-84-1236|Copanlisib dihydrochloride|Copanlisib hydrochloride|Copanlisib hydrochloride hydrate,Small molecule,PI3-kinase p110-delta subunit inhibitor
CHEMBL3545185,SELINEXOR,Unclassified protein,KPT-330|Selinexor,Small molecule,Exportin-1 inhibitor
CHEMBL3707325,LENZILUMAB,Secreted protein,KB-003|KB003|Lenzilumab,Antibody,Granulocyte-macrophage colony-stimulating factor inhibitor
CHEMBL3989989,AXICABTAGENE CILOLEUCEL,Surface antigen,Axicabtagen ciloleucel|Axicabtagene ciloleucel|KTE-C19|Yescarta,Gene,B-lymphocyte antigen CD19 binding agent
CHEMBL4297723,CEMIPLIMAB,Surface antigen,Cemiplimab|Cemiplimab rwlc|Cemiplimab-rwlc|REGN-2810|REGN2810|Regn2810,Antibody,Programmed cell death protein 1 inhibitor
CHEMBL4297865,ABIVERTINIB,Enzyme,A610|AC-0010|AC0010|ACEA100610|Abivertinib|Ac0010|Avitinib|EX-ACEA0010,Small molecule,Epidermal growth factor receptor erbB1 inhibitor
CHEMBL4297866,ABIVERTINIB MALEATE,Enzyme|Unclassified protein,A-610MA|A610MA|AC-0010MA|AC0010MA|ACEA-100610MA|ACEA100610MA|Abivertinib maleate|Abivertinib maleate dihydrate|Ac0010 maleate dihydrate|Ac0010ma|EX-ACEA-0010MA|EX-ACEA0010MA|Sti-5656,Small molecule,Tyrosine-protein kinase BTK inhibitor
CHEMBL4298092,GLOFITAMAB,Ion channel,Columvi|Glofitamab|Glofitamab-gxbm|RG-6026|RG6026|RO-7082859|RO7082859|Ro7082859,Antibody,B-lymphocyte antigen CD20 binding agent
CHEMBL4303201,CATEQUENTINIB,Enzyme,AL 3818|AL-3818|AL3818|Al-3818|Anlotinib|Catequentinib,Small molecule,Vascular endothelial growth factor receptor 3 inhibitor
CHEMBL451887,CARFILZOMIB,Enzyme|Other cytosolic protein,Carfilzomib|NSC-758252|PR-171,Protein,26S proteosome inhibitor
CHEMBL4594253,MIVAVOTINIB CITRATE,Enzyme,Mivavotinib citrate|TAK-659|Tak 659|Tak-659,Small molecule,Tyrosine-protein kinase SYK inhibitor
CHEMBL4650338,EDRALBRUTINIB,Enzyme|Unclassified protein,Edralbrutinib|SHR-1459|SHR1459|Shr1459|TG-1701|TG1701|Tg 1701|Tg-1701,Small molecule,Tyrosine-protein kinase BTK inhibitor
CHEMBL513,CARMUSTINE,Enzyme,BCNU|Becenun|Bischloroethyl nitrosourea|Camustine|Carmubris|Carmustina|Carmustine|DTI-015|FDA-0345|NSC-409962|SK-27702|SRI-1720,Small molecule,Glutathione reductase inhibitor
CHEMBL657,DIPHENHYDRAMINE,Membrane receptor,Difenhidramina|Diphenhdyra|Diphenhydramine|Restamin,Small molecule,Histamine H1 receptor antagonist
CHEMBL888,GEMCITABINE,Enzyme,Gemcitabina|Gemcitabine|Gemzar|LY-188011|LY188011|NSC-613327,Small molecule,DNA polymerase (alpha/delta/epsilon) inhibitor
CHEMBL1091644,LINSITINIB,Enzyme,ASP-7487|Linsitinib|OSI-906|OSI-906AA,Small molecule,Insulin-like growth factor I receptor inhibitor
CHEMBL1201564,INTERFERON GAMMA-1B,Membrane receptor,"Ifn-.gamma.|Ifn-.gamma.1b|Imifn|Immune ifn|Interferon .gamma.-1b|Interferon gama-1b|Interferon gamma|Interferon gamma-1b|Interferon gamma-1b, recombinant|Interferon gamma-1b,recomb.|Interferon gamma-2a|Interferon-.gamma.|Interferon-.gamma. (human)",Protein,Interferon gamma receptor agonist
CHEMBL1373,MODAFINIL,Transporter,CEP 1538|CEP-1538|CRC-40476|CRL 40476|CRL-40476|DEP-1538|Modafinil|Modafinil civ|Modafinilo|Modaphonil|Modiodal|NSC-751178|NSC-759110|THN-102 COMPONENT MODAFINIL|THN102 COMPONENT MODAFINIL,Small molecule,Dopamine transporter inhibitor
CHEMBL1738,DEXRAZOXANE,Enzyme,"ADR-529|Dexrazoxane|Dexrazoxano|ICRF-187|NSC-169780|Razoxane, (s)-|Razoxane, d-",Small molecule,DNA topoisomerase II inhibitor
CHEMBL1743024,GANITUMAB,Enzyme,AMG 479|AMG-479|AMG479|Ganitumab,Antibody,Insulin-like growth factor I receptor antagonist
CHEMBL1743036,LEXATUMUMAB,Membrane receptor,ETR2-ST01|HGS-1018|HGS-ETR2|HGS1018|Lexatumumab,Antibody,Tumor necrosis factor receptor superfamily member 10B agonist
CHEMBL189963,PALBOCICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,PD-0332991|Palbociclib,Small molecule,CDK6/cyclin D1 inhibitor
CHEMBL3301610,ABEMACICLIB,Other nuclear protein|Enzyme|Other cytosolic protein,Abemaciclib|LY-2835219|LY2835219|Ly-2835219,Small molecule,Cyclin-dependent kinase 6 inhibitor
CHEMBL3545252,DOCETAXEL,Structural protein,Docetaxel|Docetaxel (as trihydrate)|Docetaxel hydrate|Docetaxel trihydrate|RP 56976|RP-56976|XRP6976,Small molecule,Tubulin inhibitor
CHEMBL3989514,IRINOTECAN HYDROCHLORIDE,Enzyme,"CPT-11|DQ-2805|Irinotecan anhydrous free-base|Irinotecan hydrochloride|Irinotecan hydrochloride anhydrous|Irinotecan hydrochloride hydrate|Irinotecan hydrochloride trihydrate|Irinotecan monohydrochloride trihydrate|NSC-759878|U-101,440E|U-101440E",Small molecule,DNA topoisomerase I inhibitor
CHEMBL4303669,ZOLEDRONIC ACID,Enzyme,AK-156|Acide zoledronique|Acido zoledronico|CGP 42446|CGP-42446|CGP-42446A|NSC-721517|Zoladrona acid mylan|Zoledronate hydrate|Zoledronic|Zoledronic acid|Zoledronic acid accord|Zoledronic acid hydrate|Zoledronic acid medac|Zoledronic acid monohydrate|Zoledronic acid teva,Small molecule,Farnesyl diphosphate synthase inhibitor
CHEMBL84,TOPOTECAN,Enzyme,Ff-10850 (liposomal topotecan)|Hycamptin|NSC-609699|NSC-641007|SKF-104864|Topotecan|Topotecane,Small molecule,"DNA topoisomerase I, mitochondrial inhibitor"
CHEMBL92,DOCETAXEL ANHYDROUS,Structural protein,"Bind 014|CKD-810|Cabazitaxel metabolite (rp56976)|Docetaxel accord|Docetaxel anhydrous|Docetaxel kabi|Docetaxel mylan|Docetaxel teva|Docetaxel teva pharma|Docetaxel winthrop|Docetaxel, anhydrous|NSC-628503|RP-56976|Rp56976|Taxotere",Small molecule,Tubulin inhibitor
CHEMBL924,ZOLEDRONIC ACID ANHYDROUS,Enzyme,CGP-42446|Zometa,Small molecule,Farnesyl diphosphate synthase inhibitor
CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,Membrane receptor,Metaoxedrine chloride|NSC-757273|Phenylephrine HCl|Phenylephrine hydrochloride,Small molecule,Adrenergic receptor alpha-1 agonist
CHEMBL1201585,TRASTUZUMAB,Enzyme,4D5V8|ABP 980|ABP-980|ABP980|Abp-980 (trastuzumab biosimilar)|Bmab-200|Canhera|DMB-3111 (TRASTUZUMAB BIOSIMILAR)|Dmb-3111|EG-12014|EG12014|Eg-12014 (trastuzumab biosimilar)|Eg12014 trastuzumab biosimilar|HLX-02|Herzuma|Hlx 02|Hlx-02 trastuzumab biosimilar|Hlx02|Kanjinti|Ogivri|Ontruzant|Pf-05280014|R-597|RO-0452317|RO0452317|Rhumab her2|SYD-977|SYD977|Sb-3 (trastuzumab biosimilar)|Trastuzumab|Trastuzumab (herceptin)|Trastuzumab anns|Trastuzumab beta|Trastuzumab biosimilar (abp-980)|Trastuzumab biosimilar (amgen)|Trastuzumab biosimilar (ct-p6)|Trastuzumab biosimilar (sb-3)|Trastuzumab dkst|Trastuzumab dttb|Trastuzumab pkrb|Trastuzumab qyyp|Trastuzumab-anns|Trastuzumab-dkst|Trastuzumab-dttb|Trastuzumab-pfizer|Trastuzumab-pkrb|Trastuzumab-qyyp|Trastuzumab-zzxf|Trazimera|Zercepac,Antibody,Receptor protein-tyrosine kinase erbB-2 inhibitor
CHEMBL1215,PHENYLEPHRINE,Membrane receptor,"(-)-phenylephrine|(r)-phenylephrine|AB-101 (PHENYLEPHRINE)|Cyclomydril|Duo-Medihaler|Fenilefrina|J8.601K|M-oxedrine|M-sympathol|M-sympatol|M-synephrine|Meta-synephrine|Metasynephrine|Phenylephrine|Phenylephrine minims|Phenylephrine, (r)-|R(-)-mezaton",Small molecule,Adrenergic receptor alpha-1 agonist
CHEMBL1289601,LENVATINIB,Enzyme|Secreted protein,E-7080|ER-203492-00|Lenvatinib,Small molecule,Vascular endothelial growth factor receptor inhibitor
CHEMBL1730601,GIMERACIL,Enzyme,Gimeracil|Gimeracilo|Gimestat,Small molecule,Dihydropyrimidine dehydrogenase inhibitor
CHEMBL1743062,RAMUCIRUMAB,Enzyme,1121B|IMC-1121B|LY3009806|Ramucirumab,Antibody,Vascular endothelial growth factor receptor 2 inhibitor
CHEMBL1773,CAPECITABINE,Enzyme,Capecitabina|Capecitabine|Capecitabine accord|Capecitabine medac|Capecitabine sun|Capecitabine teva|Capecitibine|Capecytabine|Capiibine|Captabin|Ecansya|NSC-759853|RO 09-1978/000|RO-09-1978000|RO-091978000|Xeloda,Small molecule,Thymidylate synthase inhibitor
CHEMBL185,FLUOROURACIL,Enzyme,5 FU|5-FU|5-Fluorouracil|5-fluoruracil|Fluorouracil|Fluorouracilo|Fluorouracilum|Fluorouricil|Fluracil|NSC-19893|Phthoruracil|Queroplex|RO 2-9757|RO-2-9757|RO-29757,Small molecule,Thymidylate synthase inhibitor
CHEMBL20883,TEGAFUR,Enzyme,Atillon|BMS-200604|Coparogin|Exonal|FT-207|Fental|Franrose|Ftorafur|Fulaid|Fulfeel|Furafluor|Furofutran|Futraful|J356.722B|Lamar|Lifril|MJF-12264|NSC-148958|Neberk|Nitobanil|Sinoflurol|Sunfural|Tefsiel c|Tegafur|Tegafur-uracil|Youfuding,Small molecule,Thymidylate synthase inhibitor
CHEMBL225072,PEMETREXED,Enzyme,LY-2315|LY-231514|LY231514|NSC-698037|Pemetrexed,Small molecule,GAR transformylase inhibitor
CHEMBL3186534,RIVOCERANIB,Enzyme,Apatinib|Apatinib free base|Rivoceranib|YN968D1|YN968D1 FREE BASE,Small molecule,Vascular endothelial growth factor receptor 2 inhibitor
CHEMBL4297715,CAMRELIZUMAB,Surface antigen,Camrelizumab|Carilizumab|Carrelizumab|SHR-1210|Shr-1210,Antibody,Programmed cell death protein 1 antagonist
CHEMBL4297829,SINTILIMAB,Surface antigen,ANTI-PD-1 MONOCLONAL ANTIBODY IBI308|IBI-308|IBI308|Ibi308|Sintilimab,Antibody,Programmed cell death protein 1 antagonist
CHEMBL1201334,TRIPTORELIN,Membrane receptor,"AY-25650|Arvekap|CL 118,532|CL-118532|Triptodur|Triptorelin|Triptorelina|Triptoreline|Tryptorelin|WY-42462",Protein,Gonadotropin-releasing hormone receptor agonist
CHEMBL1201561,PEGINTERFERON ALFA-2B,Membrane receptor,Peg-interferon alfa-2b|Pegifn alfa-2b|Peginterferon alfa-2b|Peginterferon-alfa-2b|Pegylated interferon alpha 2b|Sylatron,Protein,Interferon alpha/beta receptor agonist
CHEMBL135,ESTRADIOL,Transcription factor,17-.beta.-oestradiol|17-beta-oestradiol|17.beta.-estradiol|17beta-estradiol|Agofollin|Alfatradiol|Depo-Estradiol|Destradiol|Dihydrotheelin|Dihydroxyestrin|Estradiol|Estradiol 17-beta|Estradiol anhydrous|Estradiol hemihydrate|Estradiol valerate metabolite e2|Estrasorb|Gynergon|Gynoestryl|NSC-20293|NSC-9895|Oestradiol|WC-3011|WC3011,Small molecule,Estrogen receptor alpha agonist
CHEMBL1422,SITAGLIPTIN,Enzyme,LEZ-763|LEZ763|MK-0431|Sitagliptin|Sitagliptina|Sitagliptine,Small molecule,Dipeptidyl peptidase IV inhibitor
CHEMBL1487,ATORVASTATIN,Unclassified protein|Enzyme,Atorvastatin|Atorvastatina|Atorvastatine,Small molecule,HMG-CoA reductase inhibitor
CHEMBL1496,ROSUVASTATIN,Unclassified protein|Enzyme,Creston|Rosuvastatin|Rosuvastatina|Rosuvastatine|X-plended|ZD-4522|ZD4522,Small molecule,HMG-CoA reductase inhibitor
CHEMBL163,RITONAVIR,Enzyme,A-84538|ABBOTT-84538|ABT-538|Empetus|NSC-693184|Norvir|Ritomune|Ritonavir|Ritonavir related compounds mixture|Ritonavirum|Ritovir|Viekirax|Viriton,Small molecule,Cytochrome P450 3A inhibitor
CHEMBL1743029,IBALIZUMAB,Surface antigen,HU5A8|Ibalizumab|Ibalizumab-uiyk|TNX-355,Antibody,T-cell surface antigen CD4 inhibitor
CHEMBL1743087,VEDOLIZUMAB,Membrane receptor,LDP-02|LDP02|MLN-0002|MLN-02|MLN0002|MLN02|Vedolizumab,Antibody,Integrin alpha-4/beta-7 inhibitor
